split,mode,row_type,species,source_name,source_count,sample_bytes,sample_bases,emitted_arithmetic_symbol_count,model_forward_seconds,softmax_seconds,model_forward_softmax_seconds,window_build_seconds,python_overhead_seconds,data_transfer_seconds,gpu_prefix_aggregate_seconds,arithmetic_quantize_seconds,cpu_small_alphabet_quantize_seconds,arithmetic_range_seconds,arithmetic_wrapper_seconds,arithmetic_interval_transfer_seconds,fast_floor_interval_seconds,arithmetic_encode_seconds,compression_process_seconds,recorded_wall_seconds,recorded_wall_seconds_source,wall_unaccounted_seconds,fasta_read_seconds,compression_bytes_per_second,compression_bases_per_second,compression_symbols_per_second,wall_bytes_per_second,wall_bases_per_second,model_forward_process_fraction,data_transfer_process_fraction,window_build_process_fraction,python_overhead_process_fraction,arithmetic_quantize_process_fraction,arithmetic_range_process_fraction,arithmetic_wrapper_process_fraction,arithmetic_interval_transfer_process_fraction,fast_floor_interval_process_fraction,arithmetic_encode_process_fraction,wall_unaccounted_fraction,arithmetic_backend,arithmetic_coding_mode,arithmetic_quantization_mode,arithmetic_merge_size
test,windows_nonoverlap,aggregate,,ALL,9,884438517,884438508,294817792,577.0725323199295,0.0,577.0725323199295,0.0,11.12769890211969,4.257185181137174,0.0,21.556894954759628,21.556894954759628,13.684544678,0.0,4.257185181137174,21.556894954759628,35.24143963275963,627.6988560359459,796.8386168486904,total_wall_seconds,169.1397608127445,,1409017.2516569817,1409017.237318896,469680.30794549815,1109934.3057666388,1109934.2944720057,0.9193461590232413,0.006782209558293956,0.0,0.017727766738963834,0.03434273417494511,0.021801130504555736,0.0,0.006782209558293956,0.03434273417494511,0.05614386467950084,0.2122635088666417,fast_cpp,model_symbol,fast_floor,1
test,windows_nonoverlap,source,gtdb_v220,gtdb_v220,,97479784,97479783,32493568,62.636637647869065,0.0,62.636637647869065,0.0,1.6700742154746706,0.4416523268446326,0.0,2.3607077926862985,2.3607077926862985,1.519204121,0.0,0.4416523268446326,2.3607077926862985,3.8799119136862985,68.62827610387467,87.75876815104857,compression_wall_seconds,19.130492047173902,2.7600735570304096,1420402.6318897498,1420402.6173184963,473472.0124809525,1110769.73906721,1110769.727672337,0.9126943179086014,0.006435427959404876,0.0,0.02433507455362674,0.03439847139848258,0.022136708179884293,0.0,0.006435427959404876,0.03439847139848258,0.05653517957836687,0.217989523442796,fast_cpp,model_symbol,fast_floor,1
test,windows_nonoverlap,source,metagenomes,metagenomes,,103784524,103784523,34595840,75.92888297443278,0.0,75.92888297443278,0.0,1.285476638284834,0.5572896199300885,0.0,2.881743289064616,2.881743289064616,1.611529489,0.0,0.5572896199300885,2.881743289064616,4.4932727780646164,82.26492201071233,102.88201302289963,compression_wall_seconds,20.617091012187302,1.0581049050670117,1261589.0401802782,1261589.0280244288,420541.81970165874,1008772.2911963192,1008772.2814764471,0.922980063903124,0.006774328672645186,0.0,0.01562606037744061,0.035030037330970334,0.019589509715819714,0.0,0.006774328672645186,0.035030037330970334,0.054619547046790055,0.20039548611474312,fast_cpp,model_symbol,fast_floor,1
test,windows_nonoverlap,source,mrna,mrna,,98315201,98315199,32772096,62.97425498161465,0.0,62.97425498161465,0.0,1.1870564534788883,0.45412840507924557,0.0,2.3566158288158476,2.3566158288158476,1.5279945129999999,0.0,0.45412840507924557,2.3566158288158476,3.8846103418158475,68.50005018198863,87.19834554893896,compression_wall_seconds,18.698295366950333,1.0189904239960015,1435257.3573128704,1435257.3281158113,478424.40863812796,1127489.2933011195,1127489.2703649045,0.9193315160252696,0.006629606896239236,0.0,0.01732927859651426,0.03440312558246118,0.022306472899515775,0.0,0.006629606896239236,0.03440312558246118,0.05670959848197696,0.21443406121112876,fast_cpp,model_symbol,fast_floor,1
test,windows_nonoverlap,source,ncbi_eukaryotic_genomes,ncbi_eukaryotic_genomes,,99897963,99897963,33299456,63.465656329644844,0.0,63.465656329644844,0.0,1.1825755453076852,0.46774249500595033,0.0,2.3430166069883853,2.3430166069883853,1.492341025,0.0,0.46774249500595033,2.3430166069883853,3.8353576319883853,68.95133200194687,87.77760170795955,compression_wall_seconds,18.82626970601268,1.152807671111077,1448818.46513392,1448818.46513392,482941.4462806865,1138080.342322014,1138080.342322014,0.9204413386510484,0.006783661481590282,0.0,0.017150873100961916,0.033980730160836185,0.021643396605563227,0.0,0.006783661481590282,0.033980730160836185,0.05562412676639942,0.21447692053205802,fast_cpp,model_symbol,fast_floor,1
test,windows_nonoverlap,source,ncrna,ncrna,,95896259,95896257,31966208,61.71939831622876,0.0,61.71939831622876,0.0,1.1429231311212078,0.44820484472438693,0.0,2.3078791031148285,2.3078791031148285,1.4723831179999998,0.0,0.44820484472438693,2.3078791031148285,3.7802622211148282,67.09078851318918,85.0916907179635,compression_wall_seconds,18.00090220477432,1.1412251989822835,1429350.6027455325,1429350.5729351807,476461.9511621309,1126975.5976273671,1126975.5741233095,0.9199384846117217,0.006680572022734174,0.0,0.017035470240397067,0.03439934384824124,0.02194612927690585,0.0,0.006680572022734174,0.03439934384824124,0.056345473125147094,0.21154712114533403,fast_cpp,model_symbol,fast_floor,1
test,windows_nonoverlap,source,organelles,organelles,,100086958,100086957,33362944,63.46438965876587,0.0,63.46438965876587,0.0,1.1797643013825194,0.46176540525630116,0.0,2.346401115413755,2.346401115413755,1.551124212,0.0,0.46176540525630116,2.346401115413755,3.897525327413755,69.00344469281845,88.57372099603526,compression_wall_seconds,19.570276303216815,1.0028325491584837,1450463.2115911827,1450463.1970991525,483496.7898852194,1129984.7954279813,1129984.784137951,0.9197278475196318,0.006691918168896277,0.0,0.017097179809420496,0.034004115676531686,0.02247893882551973,0.0,0.006691918168896277,0.034004115676531686,0.05648305450205142,0.22094901380616966,fast_cpp,model_symbol,fast_floor,1
test,windows_nonoverlap,source,plasmids_phage,plasmids_phage,,99800135,99800133,33267712,63.46212385548279,0.0,63.46212385548279,0.0,1.226409313436136,0.4841237305663526,0.0,2.3610831217374653,2.3610831217374653,1.549669704,0.0,0.4841237305663526,2.3610831217374653,3.9107528257374655,69.08340972522274,87.95986713399179,compression_wall_seconds,18.876457408769056,0.7690177129115909,1444632.4435483448,1444632.4145978338,481558.6279299381,1134609.888029635,1134609.8652919927,0.918630451332694,0.007007814647423176,0.0,0.01775258804268845,0.03417728121887158,0.022431864758322824,0.0,0.007007814647423176,0.03417728121887158,0.05660914597719441,0.21460306869283927,fast_cpp,model_symbol,fast_floor,1
test,windows_nonoverlap,source,promoters,promoters,,90090600,90090600,30030848,60.35815602680668,0.0,60.35815602680668,0.0,1.0948057216357654,0.4736261947546154,0.0,2.3162873967085034,2.3162873967085034,1.413027589,0.0,0.4736261947546154,2.3162873967085034,3.7293149857085033,65.65590292890556,82.63055708794855,compression_wall_seconds,16.974654159042984,1.4851383820641786,1372162.9888717418,1372162.9888717418,457397.5325953315,1090281.8905615183,1090281.8905615183,0.9193104250224773,0.0072137640886223734,0.0,0.01667490161275001,0.035279194914380474,0.02152171436176994,0.0,0.0072137640886223734,0.035279194914380474,0.05680090927615042,0.20542829138832822,fast_cpp,model_symbol,fast_floor,1
test,windows_nonoverlap,source,transcripts,transcripts,,99087093,99087093,33029120,63.06303252908401,0.0,63.06303252908401,0.0,1.158613581997983,0.4686521589756012,0.0,2.283160700229928,2.283160700229928,1.5472709070000001,0.0,0.4686521589756012,2.283160700229928,3.830431607229928,68.52072987728752,86.96605248190463,compression_wall_seconds,18.445322604617104,1.023430917877704,1446089.2809731187,1446089.2809731187,482031.059201372,1139376.6897792383,1139376.6897792383,0.9203496904078868,0.006839567526716389,0.0,0.016908949803554663,0.033320729424785714,0.02258106283705644,0.0,0.006839567526716389,0.033320729424785714,0.05590179226184215,0.2120979632650924,fast_cpp,model_symbol,fast_floor,1
