split,mode,row_type,species,source_name,source_count,sample_bytes,sample_bases,sample_symbols_with_eos,theoretical_bits,theoretical_bits_per_base,arithmetic_coded_bytes,arithmetic_bits_per_base,arithmetic_vs_2bit_percent,arithmetic_bytes_ratio_vs_ascii,arithmetic_size_reduction_vs_ascii_percent,arithmetic_vs_two_bit_pack_ratio,arithmetic_vs_gzip_ratio,arithmetic_vs_bz2_ratio,arithmetic_vs_lzma_ratio,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_coding_mode,arithmetic_quantization_mode,arithmetic_merge_size,arithmetic_backend,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,window_policy,window_stride,cache_reuse
test,windows_nonoverlap,aggregate,,ALL,9,884438516,884438505,294812844,1610178400.0,1.8205656932586851,201272300,1.8205656932586851,91.02828466293425,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,,,
test,windows_nonoverlap,source,gtdb_v220,gtdb_v220,,97479784,97479783,32493262,177781512.0,1.8237782905199942,22222689,1.8237782905199942,91.1889145259997,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,metagenomes,metagenomes,,103784524,103784523,34594842,191964392.0,1.849643727706876,23995549,1.849643727706876,92.4821863853438,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,mrna,mrna,,98315201,98315199,32771734,181425696.0,1.8453473913021323,22678212,1.8453473913021323,92.26736956510662,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,ncbi_eukaryotic_genomes,ncbi_eukaryotic_genomes,,99897962,99897960,33299321,162316304.0,1.624821007355906,20289538,1.624821007355906,81.2410503677953,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,ncrna,ncrna,,95896259,95896257,31965420,177924880.0,1.8553892046068075,22240610,1.8553892046068075,92.76946023034037,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,organelles,organelles,,100086958,100086957,33362320,184671688.0,1.8451124255880813,23083961,1.8451124255880813,92.25562127940407,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,plasmids_phage,plasmids_phage,,99800135,99800133,33266712,182863072.0,1.8322928687880606,22857884,1.8322928687880606,91.61464343940303,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,promoters,promoters,,90090600,90090600,30030201,167825632.0,1.8628539714465215,20978204,1.8628539714465215,93.14269857232608,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,transcripts,transcripts,,99087093,99087093,33029032,183405224.0,1.8509496892799147,22925653,1.8509496892799147,92.54748446399573,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
