window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,171874,174946,3072,5559.646544266059,1.8097807761282745,megabyte1,3072
1,3072,6144,174946,178018,3072,4117.017358117382,1.3401749212621688,megabyte1,3072
2,6144,9216,178018,181090,3072,4753.548880352464,1.5473791928230678,megabyte1,3072
3,9216,12288,181090,184162,3072,5463.892618004522,1.7786108782566803,megabyte1,3072
4,12288,15360,184162,187234,3072,4041.0436289571403,1.3154438896344858,megabyte1,3072
5,15360,18432,187234,190306,3072,5168.41380216648,1.6824263678927345,megabyte1,3072
6,18432,21504,190306,193378,3072,4475.188844534237,1.456767201996822,megabyte1,3072
7,21504,24576,193378,196450,3072,4100.468385716277,1.3347878859753506,megabyte1,3072
8,24576,27648,196450,199522,3072,4860.356716869858,1.5821473687727403,megabyte1,3072
9,27648,30720,199522,202594,3072,5344.32009747696,1.7396875317307812,megabyte1,3072
10,30720,33792,202594,205666,3072,5391.825206509791,1.7551514344107393,megabyte1,3072
11,33792,36864,205666,208738,3072,5152.944579184941,1.6773908135367648,megabyte1,3072
12,36864,39936,208738,211810,3072,5084.377240672941,1.6550707163648897,megabyte1,3072
13,39936,43008,211810,214882,3072,5654.355580585624,1.8406105405552162,megabyte1,3072
14,43008,46080,214882,217954,3072,5782.75932509188,1.882408634470013,megabyte1,3072
15,46080,49152,217954,221026,3072,5679.743450438381,1.8488748211062438,megabyte1,3072
16,49152,52224,221026,224098,846,1530.2104056863413,1.8087593447829093,megabyte1,3072
0,0,3072,171874,174946,3072,6058.413,1.9721396484374998,geco22,3072
1,3072,6144,174946,178018,3072,5766.22,1.8770247395833335,geco22,3072
2,6144,9216,178018,181090,3072,5871.355,1.9112483723958331,geco22,3072
3,9216,12288,181090,184162,3072,5817.868,1.8938372395833334,geco22,3072
4,12288,15360,184162,187234,3072,5770.347,1.8783681640624998,geco22,3072
5,15360,18432,187234,190306,3072,5708.063,1.8580934244791667,geco22,3072
6,18432,21504,190306,193378,3072,5777.876,1.8808190104166667,geco22,3072
7,21504,24576,193378,196450,3072,5705.724999999999,1.857332356770833,geco22,3072
8,24576,27648,196450,199522,3072,5821.115,1.8948942057291667,geco22,3072
9,27648,30720,199522,202594,3072,5760.866,1.8752819010416666,geco22,3072
10,30720,33792,202594,205666,3072,5734.8550000000005,1.8668147786458336,geco22,3072
11,33792,36864,205666,208738,3072,5682.516,1.8497773437499998,geco22,3072
12,36864,39936,208738,211810,3072,5647.731,1.8384541015625,geco22,3072
13,39936,43008,211810,214882,3072,6139.596,1.99856640625,geco22,3072
14,43008,46080,214882,217954,3072,6308.012,2.0533893229166664,geco22,3072
15,46080,49152,217954,221026,3072,6039.117,1.9658583984375,geco22,3072
16,49152,52224,221026,224098,848,1616.279,1.9059893867924529,geco22,3072
