split,mode,row_type,species,source_name,source_count,sample_bytes,sample_bases,sample_symbols_with_eos,theoretical_bits,theoretical_bits_per_base,arithmetic_coded_bytes,arithmetic_bits_per_base,arithmetic_vs_2bit_percent,arithmetic_bytes_ratio_vs_ascii,arithmetic_size_reduction_vs_ascii_percent,arithmetic_vs_two_bit_pack_ratio,arithmetic_vs_gzip_ratio,arithmetic_vs_bz2_ratio,arithmetic_vs_lzma_ratio,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_coding_mode,arithmetic_quantization_mode,arithmetic_merge_size,arithmetic_backend,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,window_policy,window_stride,cache_reuse
test,windows_nonoverlap,aggregate,,ALL,9,884438516,884438505,294812844,1564961808.0,1.7694410624964818,195620226,1.7694410624964818,88.47205312482409,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,,,
test,windows_nonoverlap,source,gtdb_v220,gtdb_v220,,97479784,97479783,32493262,160817344.0,1.6497507385710943,20102168,1.6497507385710943,82.48753692855472,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,metagenomes,metagenomes,,103784524,103784523,34594842,174668208.0,1.6829889751480576,21833526,1.6829889751480576,84.14944875740288,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,mrna,mrna,,98315201,98315199,32771734,182150904.0,1.8527237482375436,22768863,1.8527237482375436,92.63618741187717,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,ncbi_eukaryotic_genomes,ncbi_eukaryotic_genomes,,99897962,99897960,33299321,166165352.0,1.663350803159544,20770669,1.663350803159544,83.1675401579772,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,ncrna,ncrna,,95896259,95896257,31965420,173338928.0,1.8075671921167893,21667366,1.8075671921167893,90.37835960583946,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,organelles,organelles,,100086958,100086957,33362320,178761408.0,1.7860609749580059,22345176,1.7860609749580059,89.30304874790029,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,plasmids_phage,plasmids_phage,,99800135,99800133,33266712,176598680.0,1.7695234935207953,22074835,1.7695234935207953,88.47617467603976,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,promoters,promoters,,90090600,90090600,30030201,168369864.0,1.8688949124547956,21046233,1.8688949124547956,93.44474562273977,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
test,windows_nonoverlap,source,transcripts,transcripts,,99087093,99087093,33029032,184091120.0,1.8578718420975373,23011390,1.8578718420975373,92.89359210487686,,,,,,,0,0,,,,model_symbol,fast_floor,1,fast_cpp,32768,127,0.01,0.003875732421875,contiguous_train_style,1024,True
