window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,6247617,6250689,3072,5911.878545987404,1.924439630855275,megabyte1,3072
1,3072,6144,6250689,6253761,3072,5757.574946405815,1.874210594533143,megabyte1,3072
2,6144,9216,6253761,6256833,3072,5853.33145627371,1.9053813334224314,megabyte1,3072
3,9216,12288,6256833,6259905,3072,5845.770944154832,1.9029202292170677,megabyte1,3072
4,12288,15360,6259905,6262977,3072,5593.944383742139,1.8209454374160607,megabyte1,3072
5,15360,18432,6262977,6266049,3072,5883.618262976463,1.9152403199793173,megabyte1,3072
6,18432,21504,6266049,6269121,3072,5771.445740717269,1.8787258270564025,megabyte1,3072
7,21504,24576,6269121,6272193,3072,4727.43428966181,1.538878349499287,megabyte1,3072
8,24576,27648,6272193,6275265,3072,5845.329897240699,1.9027766592580402,megabyte1,3072
9,27648,30720,6275265,6278337,3072,5814.388742886969,1.8927046689085187,megabyte1,3072
10,30720,33792,6278337,6281409,3072,5771.4913105328615,1.878740660980749,megabyte1,3072
11,33792,36864,6281409,6284481,3072,5861.162067696923,1.9079303605784255,megabyte1,3072
12,36864,39936,6284481,6287553,3072,5717.66247910968,1.8612182549185157,megabyte1,3072
13,39936,43008,6287553,6290625,3072,5755.958451386589,1.8736843917274053,megabyte1,3072
14,43008,46080,6290625,6293697,3072,5810.934907309087,1.8915803734730101,megabyte1,3072
15,46080,49152,6293697,6296769,3072,5759.042256288754,1.8746882344689955,megabyte1,3072
16,49152,52224,6296769,6299841,846,1645.0829957456012,1.9445425481626493,megabyte1,3072
0,0,3072,6247617,6250689,3072,6117.879,1.9914970703125,geco22,3072
1,3072,6144,6250689,6253761,3072,6006.866,1.9553600260416666,geco22,3072
2,6144,9216,6253761,6256833,3072,5815.7778,1.8931568359375,geco22,3072
3,9216,12288,6256833,6259905,3072,6007.3189999999995,1.9555074869791664,geco22,3072
4,12288,15360,6259905,6262977,3072,5652.07,1.8398665364583333,geco22,3072
5,15360,18432,6262977,6266049,3072,5960.121,1.9401435546875,geco22,3072
6,18432,21504,6266049,6269121,3072,5909.909,1.9237985026041666,geco22,3072
7,21504,24576,6269121,6272193,3072,4820.7869,1.5692665690104166,geco22,3072
8,24576,27648,6272193,6275265,3072,5948.744000000001,1.9364401041666668,geco22,3072
9,27648,30720,6275265,6278337,3072,5899.531,1.9204202473958334,geco22,3072
10,30720,33792,6278337,6281409,3072,5882.027,1.9147223307291668,geco22,3072
11,33792,36864,6281409,6284481,3072,5686.8593,1.8511911783854167,geco22,3072
12,36864,39936,6284481,6287553,3072,5793.713000000001,1.8859742838541669,geco22,3072
13,39936,43008,6287553,6290625,3072,5844.432000000001,1.9024843750000002,geco22,3072
14,43008,46080,6290625,6293697,3072,5869.046,1.9104967447916668,geco22,3072
15,46080,49152,6293697,6296769,3072,5832.093,1.8984677734375,geco22,3072
16,49152,52224,6296769,6299841,848,1647.25,1.9425117924528301,geco22,3072
