split,mode,row_type,species,source_name,source_count,sample_bytes,sample_bases,emitted_arithmetic_symbol_count,model_forward_seconds,softmax_seconds,model_forward_softmax_seconds,window_build_seconds,python_overhead_seconds,data_transfer_seconds,gpu_prefix_aggregate_seconds,arithmetic_quantize_seconds,cpu_small_alphabet_quantize_seconds,arithmetic_range_seconds,arithmetic_wrapper_seconds,arithmetic_interval_transfer_seconds,fast_floor_interval_seconds,arithmetic_encode_seconds,compression_process_seconds,recorded_wall_seconds,recorded_wall_seconds_source,wall_unaccounted_seconds,fasta_read_seconds,compression_bytes_per_second,compression_bases_per_second,compression_symbols_per_second,wall_bytes_per_second,wall_bases_per_second,model_forward_process_fraction,data_transfer_process_fraction,window_build_process_fraction,python_overhead_process_fraction,arithmetic_quantize_process_fraction,arithmetic_range_process_fraction,arithmetic_wrapper_process_fraction,arithmetic_interval_transfer_process_fraction,fast_floor_interval_process_fraction,arithmetic_encode_process_fraction,wall_unaccounted_fraction,arithmetic_backend,arithmetic_coding_mode,arithmetic_quantization_mode,arithmetic_merge_size
full,windows_nonoverlap,aggregate,,ALL,17,685597124,685597107,228532386,544.432850576035,0.0,544.432850576035,0.0,6.5236820825900015,3.0696587121055927,0.0,23.60360407641565,23.60360407641565,9.853066893,0.0,3.0696587121055927,23.60360407641565,33.45667096941565,415.63253824300773,,,,,1649527.07239478,1649527.0314932663,549842.3847326025,,,1.3098898678084765,0.007385511069662348,0.0,0.015695792514626952,0.05678959634920435,0.023706197148691977,0.0,0.007385511069662348,0.05678959634920435,0.08049579349789633,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,OrSa,OrSa,,43262523,43262523,14420842,30.865530013441457,0.0,30.865530013441457,0.0,0.4826530744316173,0.1538049891096307,0.0,1.235931254021125,1.235931254021125,0.6454618750000001,0.0,0.1538049891096307,1.235931254021125,1.881393129021125,33.38338120600383,,,,,1295929.933910333,1295929.933910333,431976.6745918021,,,0.9245777059841515,0.004607232208161396,0.0,0.014457884641859303,0.03702235092348431,0.019334826242343513,0.0,0.004607232208161396,0.03702235092348431,0.056357177165827825,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,HoSa,HoSa,,189752667,189752667,63250890,126.46515390185232,0.0,126.46515390185232,0.0,0.0,0.6645037386770127,0.0,4.55644835907151,4.55644835907151,2.623256879,0.0,0.6645037386770127,4.55644835907151,7.179705238071509,76.74901754099119,,,,,2472379.101122099,2472379.101122099,824126.3800701824,,,1.6477755410264117,0.008658139999278888,0.0,0.0,0.059368165288082524,0.03417968024931308,0.0,0.008658139999278888,0.059368165288082524,0.0935478455373956,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,DaRe,DaRe,,62565020,62565018,20855007,43.596906278369715,0.0,43.596906278369715,0.0,0.0,0.25177330589212943,0.0,1.624417515748064,1.624417515748064,0.8980970610000001,0.0,0.25177330589212943,1.624417515748064,2.522514576748064,31.182079266000073,,,,,2006441.5674877353,2006441.5033483307,668813.8665191459,,,1.3981398067288722,0.008074294973865161,0.0,0.0,0.05209458618493335,0.028801705407094386,0.0,0.008074294973865161,0.05209458618493335,0.08089629159202774,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,ScPo,ScPo,,10652155,10652154,3550719,10.206553946860367,0.0,10.206553946860367,0.0,1.5247281512883113,0.07232017278147396,0.0,0.7636974790657405,0.7636974790657405,0.149822081,0.0,0.07232017278147396,0.7636974790657405,0.9135195600657404,12.717121830995893,,,,,837623.0991227216,837623.0204885767,279207.7521303371,,,0.8025836413695094,0.005686834941315529,0.0,0.11989569428925632,0.06005269818241054,0.01178113121750814,0.0,0.005686834941315529,0.06005269818241054,0.07183382939991868,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,EsCo,EsCo,,4641652,4641651,1547218,9.58506578898232,0.0,9.58506578898232,0.0,0.6587020809792126,0.0741238608607091,0.0,0.4313662941858638,0.4313662941858638,0.065941639,0.0,0.0741238608607091,0.4313662941858638,0.4973079331858638,10.815199664008105,,,,,429178.5768363528,429178.48437388975,143059.5872537597,,,0.8862587919555894,0.006853674750673891,0.0,0.060905216865418284,0.03988519006462797,0.0060971263636904575,0.0,0.006853674750673891,0.03988519006462797,0.045982316428318425,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,YeMi,YeMi,,73689,73689,24564,9.855474103998858,0.0,9.855474103998858,0.0,0.05671460218334623,0.05312911095097661,0.0,0.8976558438589564,0.8976558438589564,0.001073741,0.0,0.05312911095097661,0.8976558438589564,0.8987295848589564,10.864047401992138,,,,,6782.831229776083,6782.831229776083,2261.0357899852042,,,0.907164129474588,0.00489036074541007,0.0,0.00522039347627906,0.08262628195955343,9.883434416929259e-05,0.0,0.00489036074541007,0.08262628195955343,0.08272511630372273,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,BuEb,BuEb,,18940,18939,6314,9.862397792981938,0.0,9.862397792981938,0.0,0.05018929456799626,0.05482422070053872,0.0,0.4353100597509183,0.4353100597509183,0.000290908,0.0,0.05482422070053872,0.4353100597509183,0.4356009677509183,10.403012276001391,,,,,1820.626516388191,1820.530390384158,606.9395894654192,,,0.9480328900248833,0.005270033260175246,0.0,0.004824496332065036,0.041844616559295125,2.796382358128067e-05,0.0,0.005270033260175246,0.041844616559295125,0.041872580382876404,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,AgPh,AgPh,,43970,43968,14657,9.93655005301116,0.0,9.93655005301116,0.0,0.05590643982186094,0.05420578324992675,0.0,0.9130687219294487,0.9130687219294487,0.000686099,0.0,0.05420578324992675,0.9130687219294487,0.9137548209294487,10.960417097012396,,,,,4011.708643094011,4011.5261682865016,1337.2666268325886,,,0.9065850291153316,0.004945594932213139,0.0,0.005100758422514777,0.08330601963846195,6.259789147869361e-05,0.0,0.004945594932213139,0.08330601963846195,0.08336861752994064,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,GaGa,GaGa,,148532294,148532292,49510765,98.2100271799718,0.0,98.2100271799718,0.0,0.0,0.5127228843484772,0.0,3.314955501773511,3.314955501773511,2.168721529,0.0,0.5127228843484772,3.314955501773511,5.483677030773511,62.435338169001625,,,,,2378977.9691422326,2378977.9371090913,792992.661719601,,,1.5729878312524601,0.008212062261289038,0.0,0.0,0.053094218738761405,0.03473548142126895,0.0,0.008212062261289038,0.053094218738761405,0.08782970016003035,,fast_cpp,model_symbol,fast_floor,1
