window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,144627355,144630427,3071,4404.645220180973,1.4342706675939347,evo21,3072
1,3072,6144,144630427,144633499,3071,4157.386377765797,1.3537565541406047,evo21,3072
2,6144,9216,144633499,144636571,3071,4794.593151934445,1.56124817711965,evo21,3072
3,9216,12288,144636571,144639643,3071,4052.8911671626847,1.3197301097892167,evo21,3072
4,12288,15360,144639643,144642715,3071,5697.182457894087,1.8551554731012982,evo21,3072
5,15360,18432,144642715,144645787,3071,5597.773096617311,1.8227851177522993,evo21,3072
6,18432,21504,144645787,144648859,3071,4141.235586430877,1.3484974231295597,evo21,3072
7,21504,24576,144648859,144651931,3071,4400.813127819449,1.4330228354996577,evo21,3072
8,24576,27648,144651931,144655003,3071,3591.8531695343554,1.1696037673508157,evo21,3072
9,27648,30720,144655003,144658075,3071,5564.419020935893,1.8119241357655138,evo21,3072
10,30720,33792,144658075,144661147,3071,4751.494457827881,1.547214085909437,evo21,3072
11,33792,36864,144661147,144664219,3071,4708.304270273868,1.5331502019778143,evo21,3072
12,36864,39936,144664219,144667291,3071,5133.223075496033,1.6715151662312058,evo21,3072
13,39936,43008,144667291,144670363,3071,4200.882696753368,1.3679201226810054,evo21,3072
14,43008,46080,144670363,144673435,3071,5214.1734482981265,1.697874779647713,evo21,3072
15,46080,49152,144673435,144676507,3071,4034.524616183713,1.313749467985579,evo21,3072
16,49152,52224,144676507,144679579,847,759.0604006759822,0.8961752074096603,evo21,3072
