window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,560253,563325,3071,5995.6274337768555,1.9523371650201418,evo21,3072
1,3072,6144,563325,566397,3071,5579.188750561327,1.8167335560277846,evo21,3072
2,6144,9216,566397,569469,3071,5387.025558736641,1.7541600647139828,evo21,3072
3,9216,12288,569469,572541,3071,5235.1937170381425,1.7047195431579754,evo21,3072
4,12288,15360,572541,575613,3071,4875.83335571643,1.5877021672798532,evo21,3072
5,15360,18432,575613,578685,3071,3749.870986607246,1.221058608468657,evo21,3072
6,18432,21504,578685,581757,3071,4849.232170069794,1.5790401074795812,evo21,3072
7,21504,24576,581757,584829,3071,5838.483935584314,1.9011670255891613,evo21,3072
8,24576,27648,584829,587901,3071,5285.732332036365,1.7211762722358726,evo21,3072
9,27648,30720,587901,590973,3071,5332.520325665711,1.7364116983607005,evo21,3072
10,30720,33792,590973,594045,3071,4920.554100181034,1.6022644416089333,evo21,3072
11,33792,36864,594045,597117,3071,5788.356710776687,1.8848442561955996,evo21,3072
12,36864,39936,597117,600189,3071,5269.797810131917,1.7159875643542548,evo21,3072
13,39936,43008,600189,603261,3071,5659.299936636118,1.842819907729117,evo21,3072
14,43008,46080,603261,606333,3071,5172.326654092001,1.684248340635624,evo21,3072
15,46080,49152,606333,609405,3071,5545.042343321256,1.8056145696259382,evo21,3072
16,49152,52224,609405,612477,847,1609.1350244190544,1.8998052236352472,evo21,3072
