window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,3010090,3013162,3071,5743.343825593591,1.8701868530099612,evo21,3072
1,3072,6144,3013162,3016234,3071,5715.061798654497,1.8609774661851177,evo21,3072
2,6144,9216,3016234,3019306,3071,5769.21791036427,1.878612149255705,evo21,3072
3,9216,12288,3019306,3022378,3071,5648.880501866341,1.8394270601974407,evo21,3072
4,12288,15360,3022378,3025450,3071,5468.231373274699,1.7806028568136434,evo21,3072
5,15360,18432,3025450,3028522,3071,5834.163561686873,1.8997601959253902,evo21,3072
6,18432,21504,3028522,3031594,3071,5706.001099735498,1.8580270595035815,evo21,3072
7,21504,24576,3031594,3034666,3071,5712.685580283403,1.860203705725628,evo21,3072
8,24576,27648,3034666,3037738,3071,5721.165207967162,1.8629649000218698,evo21,3072
9,27648,30720,3037738,3040810,3071,4981.322780236602,1.6220523543590368,evo21,3072
10,30720,33792,3040810,3043882,3071,5442.897752854973,1.7723535502621208,evo21,3072
11,33792,36864,3043882,3046954,3071,5522.5105172768235,1.7982776024997797,evo21,3072
12,36864,39936,3046954,3050026,3071,5645.727601200342,1.8384003911430615,evo21,3072
13,39936,43008,3050026,3053098,3071,5809.192683234811,1.8916290078915046,evo21,3072
14,43008,46080,3053098,3056170,3071,5694.151860713959,1.854168629343523,evo21,3072
15,46080,49152,3056170,3059242,3071,4736.092914360575,1.5421989301076442,evo21,3072
16,49152,52224,3059242,3062314,847,1625.584811091423,1.9192264593759423,evo21,3072
