split,mode,species,source_name,total_size,sample_bytes,sample_bases,arithmetic_bits_per_base,payload_only_bits_per_base,theoretical_bits_per_base,vs_2bit_percent,payload_only_vs_2bit_percent,arithmetic_payload_bytes,framing_bytes,paper_baseline_compressed_bytes,paper_baseline_geco2_mode,paper_baseline_percent,paper_baseline_bpb,experiment_baseline_compressed_bytes,experiment_baseline_geco2_mode,experiment_baseline_percent,experiment_baseline_bpb,compression_bases_per_second,compression_mbases_per_second,compression_bytes_per_second,compression_mbytes_per_second
full,windows_nonoverlap,HoSa,HoSa,189752667.0,189752667,189752667,1.648718476246766,1.643509632462768,1.648718476246766,82.4359238123383,82.1754816231384,38982542,123549,38845642,12,81.88689542898493,1.6377379085796986,38845642,12,81.88689542898493,1.6377379085796986,2472379.101122099,2.472379101122099,2472379.101122099,2.472379101122099
full,windows_nonoverlap,GaGa,GaGa,148532294.0,148532294,148532292,1.8529393998713761,1.8477275500468275,1.8529393998713761,92.6469699935688,92.38637750234138,34305901,96766,33877671,11,91.23314556765682,1.8246629113531365,33877671,11,91.23314556765682,1.8246629113531365,2378977.9371090913,2.378977937109091,2378977.9691422326,2.3789779691422326
full,windows_nonoverlap,AnCa,AnCa,142189675.0,142189675,142189674,1.871921810580985,1.8667098427977267,1.871921810580985,93.59609052904925,93.33549213988633,33178358,92636,,,,,29481172,5,82.93477567903577,1.6586955135807153,2452170.513704689,2.452170513704689,2452170.5309504597,2.45217053095046
full,windows_nonoverlap,DaRe,DaRe,62565020.0,62565020,62565018,1.8360982490247186,1.830881659779911,1.8360982490247186,91.80491245123594,91.54408298899554,14318643,40797,11488819,10,73.45202798624535,1.469040559724907,11488819,10,73.45202798624535,1.469040559724907,2006441.5033483307,2.0064415033483307,2006441.5674877353,2.006441567487735
full,windows_nonoverlap,OrSa,OrSa,43262523.0,43262523,43262523,1.8840800385127794,1.8788598159196588,1.8840800385127794,94.20400192563896,93.94299079598294,10160527,28230,8646543,10,79.94487977504224,1.5988975955008449,8646543,10,79.94487977504224,1.5988975955008449,1295929.933910333,1.2959299339103332,1295929.933910333,1.2959299339103332
full,windows_nonoverlap,DrMe,DrMe,32181429.0,32181429,32181429,1.8956938176984,1.8904694381346459,1.8956938176984,94.78469088492,94.5234719067323,7604751,21016,7481093,10,92.98646122892804,1.8597292245785606,7481093,10,92.98646122892804,1.8597292245785606,1587663.4740669213,1.5876634740669213,1587663.4740669213,1.5876634740669213
full,windows_nonoverlap,EnIn,EnIn,26403087.0,26403087,26403087,1.8926353573731738,1.8874074838294477,1.8926353573731738,94.63176786865868,94.37037419147238,6229173,17254,5170889,9,78.33764286729048,1.5667528573458096,5170889,9,78.33764286729048,1.5667528573458096,1304183.4740489859,1.304183474048986,1304183.4740489859,1.304183474048986
full,windows_nonoverlap,ScPo,ScPo,10652155.0,10652155,10652154,1.9185430477253709,1.9132858950405711,1.9185430477253709,95.92715238626855,95.66429475202855,2547577,7000,2518963,8,94.58979896556143,1.8917959793112287,2518963,8,94.58979896556143,1.8917959793112287,837623.0204885767,0.8376230204885767,837623.0991227216,0.8376230991227216
full,windows_nonoverlap,WaMe,WaMe,9144432.0,9144432,9144432,1.924719217114852,1.9194543739840813,1.924719217114852,96.2359608557426,95.97271869920407,2194040,6018,,,,,2217655,5,97.00569701868854,1.9401139403737706,748480.071101294,0.748480071101294,748480.071101294,0.748480071101294
full,windows_nonoverlap,PlFa,PlFa,8986712.0,8986712,8986710,1.8069242247719133,1.8016577813237546,1.8069242247719133,90.34621123859566,90.08288906618773,2023872,5916,1925726,7,85.71437473460817,1.7142874946921633,1925726,7,85.71437473460817,1.7142874946921633,746060.2675897635,0.7460602675897635,746060.4336261144,0.7460604336261144
full,windows_nonoverlap,EsCo,EsCo,4641652.0,4641652,4641651,1.6619448553973575,1.6566260582710763,1.6619448553973575,83.09724276986788,82.83130291355381,961185,3086,1098552,6,94.66905317330985,1.893381063466197,1098552,6,94.66905317330985,1.893381063466197,429178.48437388975,0.4291784843738897,429178.5768363528,0.4291785768363528
full,windows_nonoverlap,HaHi,HaHi,3890005.0,3890005,3890004,1.7055118709389503,1.7001689458417009,1.7055118709389503,85.27559354694752,85.00844729208504,826708,2598,902831,5,92.83597321854342,1.8567194643708684,902831,5,92.83597321854342,1.8567194643708684,340064.5601483125,0.3400645601483125,340064.647568418,0.340064647568418
full,windows_nonoverlap,HePy,HePy,1667825.0,1667825,1667823,1.6965157573675385,1.6909995844882821,1.6965157573675385,84.82578786837692,84.5499792244141,352536,1150,375481,4,90.05285326697945,1.801057065339589,375481,4,90.05285326697945,1.801057065339589,146649.2104775649,0.14664921047756488,146649.38633460784,0.14664938633460783
full,windows_nonoverlap,AeCa,AeCa,1591049.0,1591049,1591047,1.7914895034527578,1.7859585543356042,1.7914895034527578,89.57447517263789,89.29792771678021,355193,1100,380115,5,95.56336731301172,1.9112673462602345,380115,5,95.56336731301172,1.9112673462602345,150834.22577376335,0.15083422577376335,150834.41537749697,0.15083441537749698
full,windows_nonoverlap,YeMi,YeMi,73689.0,73689,73689,1.7464750505502857,1.734315840898913,1.7464750505502857,87.32375252751429,86.71579204494564,15975,112,16798,3,91.18321594810624,1.8236643189621247,16798,3,91.18321594810624,1.8236643189621247,6782.831229776083,0.006782831229776083,6782.831229776083,0.006782831229776083
full,windows_nonoverlap,AgPh,AgPh,43970.0,43970,43968,1.8504366812227073,1.8333333333333333,1.8504366812227073,92.52183406113537,91.66666666666666,10076,94,10708,2,97.4118717307255,1.94823743461451,10708,2,97.4118717307255,1.94823743461451,4011.5261682865016,0.0040115261682865016,4011.708643094011,0.004011708643094011
full,windows_nonoverlap,BuEb,BuEb,18940.0,18940,18939,1.9692697608110248,1.9367442842811131,1.9692697608110248,98.46348804055124,96.83721421405565,4585,77,4686,1,98.9651531151003,1.9793030623020063,4686,1,98.9651531151003,1.9793030623020063,1820.530390384158,0.001820530390384158,1820.626516388191,0.001820626516388191
