window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,0,3072,3071,5563.830535060726,1.811732508974512,evo21,3072
1,3072,6144,3072,6144,3071,4743.432110927417,1.5445887694325682,evo21,3072
2,6144,9216,6144,9216,3071,5170.233664625324,1.6835668071069112,evo21,3072
3,9216,12288,9216,12288,3071,4902.292318443389,1.5963179154814033,evo21,3072
4,12288,15360,12288,15360,3071,5214.756033282494,1.69806448495034,evo21,3072
5,15360,18432,15360,18432,3071,4959.437844166649,1.6149260319656948,evo21,3072
6,18432,21504,18432,21504,3071,4644.080644165471,1.5122372660910033,evo21,3072
7,21504,24576,21504,24576,3071,4677.273376772355,1.5230457104436192,evo21,3072
8,24576,27648,24576,27648,3071,4749.073783469845,1.546425849387771,evo21,3072
9,27648,30720,27648,30720,3071,4677.525538456015,1.5231278210537333,evo21,3072
10,30720,33792,30720,33792,3071,5168.095642297296,1.6828706096702364,evo21,3072
11,33792,36864,33792,36864,3071,5640.447933135554,1.836681189558956,evo21,3072
12,36864,39936,36864,39936,3071,5194.488858833094,1.6914649491478653,evo21,3072
13,39936,43008,39936,43008,3071,5489.852891887538,1.787643403415024,evo21,3072
14,43008,46080,43008,46080,961,1337.0953432628303,1.391358317651228,evo21,3072
