split,mode,row_type,species,source_name,source_count,sample_bytes,sample_bases,emitted_arithmetic_symbol_count,model_forward_seconds,softmax_seconds,model_forward_softmax_seconds,window_build_seconds,python_overhead_seconds,data_transfer_seconds,gpu_prefix_aggregate_seconds,arithmetic_quantize_seconds,cpu_small_alphabet_quantize_seconds,arithmetic_range_seconds,arithmetic_wrapper_seconds,arithmetic_interval_transfer_seconds,fast_floor_interval_seconds,arithmetic_encode_seconds,compression_process_seconds,recorded_wall_seconds,recorded_wall_seconds_source,wall_unaccounted_seconds,fasta_read_seconds,compression_bytes_per_second,compression_bases_per_second,compression_symbols_per_second,wall_bytes_per_second,wall_bases_per_second,model_forward_process_fraction,data_transfer_process_fraction,window_build_process_fraction,python_overhead_process_fraction,arithmetic_quantize_process_fraction,arithmetic_range_process_fraction,arithmetic_wrapper_process_fraction,arithmetic_interval_transfer_process_fraction,fast_floor_interval_process_fraction,arithmetic_encode_process_fraction,wall_unaccounted_fraction,arithmetic_backend,arithmetic_coding_mode,arithmetic_quantization_mode,arithmetic_merge_size
full,windows_nonoverlap,aggregate,,ALL,17,685597124,685597107,228532386,547.5249451773998,0.0,547.5249451773998,0.0,6.492846691945026,3.1214199638488935,0.0,22.9515174049302,22.9515174049302,9.97641769,0.0,3.1214199638488935,22.9515174049302,32.9279350949302,417.94540441801655,,,,,1640398.7620217644,1640398.7213465953,546799.6144573676,,,1.3100393960302568,0.00746848734512449,0.0,0.015535155126268775,0.05491510891689283,0.023870145680611153,0.0,0.00746848734512449,0.05491510891689283,0.07878525459750398,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,OrSa,OrSa,,43262523,43262523,14420842,31.38619342094171,0.0,31.38619342094171,0.0,0.2517478752020921,0.1531548343191389,0.0,1.1234612035332248,1.1234612035332248,0.6434284939999999,0.0,0.1531548343191389,1.1234612035332248,1.7668896975332247,33.55798582799616,,,,,1289187.116942749,1289187.116942749,429729.06878008257,,,0.9352823969177968,0.004563886375783841,0.0,0.007501876795956815,0.03347820722291275,0.01917363268754979,0.0,0.004563886375783841,0.03347820722291275,0.05265183991046254,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,HoSa,HoSa,,189752667,189752667,63250890,126.83123512883321,0.0,126.83123512883321,0.0,0.0,0.6714552771154558,0.0,4.464288741000928,4.464288741000928,2.6825440449999998,0.0,0.6714552771154558,4.464288741000928,7.146832786000928,76.39207964099478,,,,,2483931.1600331375,2483931.1600331375,827977.0664347415,,,1.6602668198703017,0.008789592851391997,0.0,0.0,0.05843915706943561,0.03511547345754479,0.0,0.008789592851391997,0.05843915706943561,0.0935546305269804,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,DaRe,DaRe,,62565020,62565018,20855007,43.5919722111139,0.0,43.5919722111139,0.0,0.0,0.25452906082500704,0.0,1.6268569094972918,1.6268569094972918,0.91614809,0.0,0.25452906082500704,1.6268569094972918,2.543004999497292,31.153579136007465,,,,,2008277.114063181,2008277.0498650998,669425.7153874072,,,1.399260483708919,0.008170138644866685,0.0,0.0,0.05222054590886356,0.029407474691763788,0.0,0.008170138644866685,0.05222054590886356,0.08162802060062735,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,ScPo,ScPo,,10652155,10652154,3550719,10.280068476495217,0.0,10.280068476495217,0.0,1.5695903109576506,0.07281598777626641,0.0,0.5897623177734204,0.5897623177734204,0.159054751,0.0,0.07281598777626641,0.5897623177734204,0.7488170687734204,12.671291844002553,,,,,840652.6446663581,840652.5657478065,280217.6008344871,,,0.8112881151388581,0.0057465322930535245,0.0,0.12386979404160382,0.04654318794279532,0.012552370583689316,0.0,0.0057465322930535245,0.04654318794279532,0.05909555852648464,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,EsCo,EsCo,,4641652,4641651,1547218,9.855599137212266,0.0,9.855599137212266,0.0,0.695819830988496,0.0749290058738552,0.0,0.4365645619254792,0.4365645619254792,0.066624307,0.0,0.0749290058738552,0.4365645619254792,0.5031888689254792,11.129536843000096,,,,,417057.0676460233,417056.97779502464,139019.0824493402,,,0.8855354249005365,0.0067324460065902635,0.0,0.06252010670382305,0.03922576186987114,0.0059862605191790385,0.0,0.0067324460065902635,0.03922576186987114,0.04521202238905018,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,YeMi,YeMi,,73689,73689,24564,10.139900306458003,0.0,10.139900306458003,0.0,0.06093588141133033,0.053883075204794295,0.0,0.9313021959242178,0.9313021959242178,0.001083953,0.0,0.053883075204794295,0.9313021959242178,0.9323861489242178,11.187105411998346,,,,,6586.958581883692,6586.958581883692,2195.742249255534,,,0.9063917727621303,0.004816534145374536,0.0,0.005446974813160842,0.08324782520824213,9.689307109213822e-05,0.0,0.004816534145374536,0.08324782520824213,0.08334471827933426,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,BuEb,BuEb,,18940,18939,6314,9.800851639185566,0.0,9.800851639185566,0.0,0.05073215511272089,0.05399780893640127,0.0,0.4345067447575275,0.4345067447575275,0.000289559,0.0,0.05399780893640127,0.4345067447575275,0.4347963037575275,10.340377906992217,,,,,1831.6545265906263,1831.557818326287,610.6159810397685,,,0.9478233510748365,0.0052220343803767244,0.0,0.004906218667154858,0.04202039312931801,2.800274831388887e-05,0.0,0.0052220343803767244,0.04202039312931801,0.0420483958776319,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,AgPh,AgPh,,43970,43968,14657,10.127972668473376,0.0,10.127972668473376,0.0,0.05816411350247286,0.054434567122370936,0.0,0.9193478259112453,0.9193478259112453,0.00068704,0.0,0.054434567122370936,0.9193478259112453,0.9200348659112453,11.160606215009466,,,,,3939.7501491331586,3939.570947397924,1313.2799166669254,,,0.9074751382996256,0.004877384442537181,0.0,0.0052115550340133135,0.08237436284373605,6.155938008779725e-05,0.0,0.004877384442537181,0.08237436284373605,0.08243592222382384,,fast_cpp,model_symbol,fast_floor,1
full,windows_nonoverlap,source,GaGa,GaGa,,148532294,148532292,49510765,99.21488410807797,0.0,99.21488410807797,0.0,0.0,0.5291424404858844,0.0,3.451633411110379,3.451633411110379,2.171654484,0.0,0.5291424404858844,3.451633411110379,5.623287895110378,63.304562172997976,,,,,2346312.6337418254,2346312.6021485254,782104.216512825,,,1.5672627801602146,0.008358677831778539,0.0,0.0,0.0545242442665948,0.03430486539130193,0.0,0.008358677831778539,0.0545242442665948,0.08882910965789673,,fast_cpp,model_symbol,fast_floor,1
