split,mode,species,source_name,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_backend,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,nugget_latent_mode,nugget_code_dim,nugget_flatten_bottleneck_dim,nugget_flatten_input_dim,nugget_flatten_max_nuggets,nugget_code_bytes,nugget_hidden_bytes,nugget_metadata_bytes,nugget_score_bytes,nugget_valid_count,side_info_bytes,total_bits_per_base,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,arithmetic_quantize_seconds,arithmetic_range_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii
full,windows_nonoverlap,OrSa,OrSa,43262523,43262523,1.88179760112465,1.88179760112465,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,14420842,,,,,,,,,,,,,,,,0.0,1.1234612035332248,1.1234612035332248,0.6434284939999999,0.1531548343191389,1.7668896975332247,33.55798582799616,0,0,,,,0.940898800562325,0.23522470014058125
full,windows_nonoverlap,HoSa,HoSa,189752667,189752667,1.6857253869322426,1.6857253869322426,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,63250890,,,,,,,,,,,,,,,,0.0,4.464288741000928,4.464288741000928,2.6825440449999998,0.6714552771154558,7.146832786000928,76.39207964099478,0,0,,,,0.8428626934661213,0.21071567336653033
full,windows_nonoverlap,DaRe,DaRe,62565020,62565018,1.8422643784742458,1.8422643784742458,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,20855007,,,,,,,,,,,,,,,,0.0,1.6268569094972918,1.6268569094972918,0.91614809,0.25452906082500704,2.543004999497292,31.153579136007465,0,0,,,,0.9211321892371229,0.2302830399478814
full,windows_nonoverlap,ScPo,ScPo,10652155,10652154,1.9216485229184632,1.9216485229184632,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,3550719,,,,,,,,,,,,,,,,0.0,0.5897623177734204,0.5897623177734204,0.159054751,0.07281598777626641,0.7488170687734204,12.671291844002553,0,0,,,,0.9608242614592316,0.2402060428148107
full,windows_nonoverlap,EsCo,EsCo,4641652,4641651,1.7014980230094852,1.7014980230094852,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,1547218,,,,,,,,,,,,,,,,0.0,0.4365645619254792,0.4365645619254792,0.066624307,0.0749290058738552,0.5031888689254792,11.129536843000096,0,0,,,,0.8507490115047426,0.21268720705472965
full,windows_nonoverlap,YeMi,YeMi,73689,73689,1.7564629727639132,1.7564629727639132,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,24564,,,,,,,,,,,,,,,,0.0,0.9313021959242178,0.9313021959242178,0.001083953,0.053883075204794295,0.9323861489242178,11.187105411998346,0,0,,,,0.8782314863819566,0.21955787159548915
full,windows_nonoverlap,BuEb,BuEb,18940,18939,1.9671577168805112,1.9671577168805112,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,6314,,,,,,,,,,,,,,,,0.0,0.4345067447575275,0.4345067447575275,0.000289559,0.05399780893640127,0.4347963037575275,10.340377906992217,0,0,,,,0.9835788584402556,0.2458817317845829
full,windows_nonoverlap,AgPh,AgPh,43970,43968,1.8622634643377,1.8622634643377,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,14657,,,,,,,,,,,,,,,,0.0,0.9193478259112453,0.9193478259112453,0.00068704,0.054434567122370936,0.9200348659112453,11.160606215009466,0,0,,,,0.93113173216885,0.2327723447805322
full,windows_nonoverlap,GaGa,GaGa,148532294,148532292,1.8574527887848118,1.8574527887848118,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,49510765,,,,,,,,,,,,,,,,0.0,3.451633411110379,3.451633411110379,2.171654484,0.5291424404858844,5.623287895110378,63.304562172997976,0,0,,,,0.9287263943924059,0.23218159547175646
full,windows_nonoverlap,DrMe,DrMe,32181429,32181429,1.896996432321262,1.896996432321262,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,10727144,,,,,,,,,,,,,,,,0.0,1.2470543529343558,1.2470543529343558,0.478851018,0.16007764075766318,1.725905370934356,20.43770071900508,0,0,,,,0.948498216160631,0.23712455404015775
full,windows_nonoverlap,EnIn,EnIn,26403087,26403087,1.8965555050437852,1.8965555050437852,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,8801030,,,,,,,,,,,,,,,,0.0,1.270806559448829,1.270806559448829,0.39320046599999997,0.15802746609551832,1.6640070254488288,20.344256773998495,0,0,,,,0.9482777525218926,0.23706943813047315
full,windows_nonoverlap,PlFa,PlFa,8986712,8986710,1.8088488445715951,1.8088488445715951,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,2995571,,,,,,,,,,,,,,,,0.0,0.44098351495631505,0.44098351495631505,0.132201481,0.07410695982980542,0.5731849959563151,12.021734933994594,0,0,,,,0.9044244222857976,0.22610605525135333
full,windows_nonoverlap,HePy,HePy,1667825,1667823,1.7252478230603607,1.7252478230603607,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,555942,,,,,,,,,,,,,,,,0.0,0.9511933878675336,0.9511933878675336,0.02418616,0.07512964180205017,0.9753795478675336,11.47149902000092,0,0,,,,0.8626239115301804,0.2156557192751038
full,windows_nonoverlap,AeCa,AeCa,1591049,1591047,1.804904569129636,1.804904569129636,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,530350,,,,,,,,,,,,,,,,0.0,0.4426811560842907,0.4426811560842907,0.02349602,0.0689124870696105,0.4661771760842907,10.802584846009267,0,0,,,,0.902452284564818,0.22561278753828448
full,windows_nonoverlap,HaHi,HaHi,3890005,3890004,1.7236403870021728,1.7236403870021728,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,1296669,,,,,,,,,,,,,,,,0.0,0.7781170429225313,0.7781170429225313,0.056447714,0.06854089288390242,0.8345647569225313,11.475778079999145,0,0,,,,0.8618201935010864,0.2154549929884409
full,windows_nonoverlap,AnCa,AnCa,142189675,142189674,1.8785662874506626,1.8785662874506626,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,47396559,,,,,,,,,,,,,,,,0.0,3.4035716953367228,3.4035716953367228,2.090040084,0.5157601894024992,5.493611779336723,58.61618105400703,0,0,,,,0.9392831437253313,0.23482078427987124
full,windows_nonoverlap,WaMe,WaMe,9144432,9144432,1.9296542420568057,1.9296542420568057,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,3048145,,,,,,,,,,,,,,,,0.0,0.43938578394590877,0.43938578394590877,0.136480024,0.08252262834866997,0.5758658079459088,11.87854399200296,0,0,,,,0.9648271210284028,0.2412067802571007
