window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,25819926,25822998,3071,5310.565655943938,1.7292626688192567,evo21,3072
1,3072,6144,25822998,25826070,3071,4379.70104713086,1.426148175555474,evo21,3072
2,6144,9216,25826070,25829142,3071,5479.433657668531,1.7842506211880595,evo21,3072
3,9216,12288,25829142,25832214,3071,5203.301638562698,1.6943346266892536,evo21,3072
4,12288,15360,25832214,25835286,3071,5275.252682087943,1.7177638170263572,evo21,3072
5,15360,18432,25835286,25838358,3071,4809.012237657793,1.5659434183190468,evo21,3072
6,18432,21504,25838358,25841430,3071,3693.8333912529342,1.2028112638400958,evo21,3072
7,21504,24576,25841430,25844502,3071,3876.230173725635,1.2622045502200048,evo21,3072
8,24576,27648,25844502,25847574,3071,4328.871622608975,1.4095967510937721,evo21,3072
9,27648,30720,25847574,25850646,3071,5364.516211420298,1.7468304172648315,evo21,3072
10,30720,33792,25850646,25853718,3071,4726.899585447274,1.5392053355412811,evo21,3072
11,33792,36864,25853718,25856790,3071,5724.017704129219,1.8638937493094168,evo21,3072
12,36864,39936,25856790,25859862,3071,5161.245879562572,1.6806401431333675,evo21,3072
13,39936,43008,25859862,25862934,3071,5109.804753985256,1.6638895323950686,evo21,3072
14,43008,46080,25862934,25866006,3071,5729.671689853072,1.8657348387668746,evo21,3072
15,46080,49152,25866006,25869078,3071,5659.097815752029,1.8427540917460206,evo21,3072
16,49152,52224,25869078,25872150,847,1075.4240994278807,1.269686067801512,evo21,3072
