split,mode,species,source_name,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_backend,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,nugget_latent_mode,nugget_code_dim,nugget_flatten_bottleneck_dim,nugget_flatten_input_dim,nugget_flatten_max_nuggets,nugget_code_bytes,nugget_hidden_bytes,nugget_metadata_bytes,nugget_score_bytes,nugget_valid_count,side_info_bytes,total_bits_per_base,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,arithmetic_quantize_seconds,arithmetic_range_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii
full,windows_nonoverlap,OrSa,OrSa,43262523,43262523,1.8840800385127794,1.8840800385127794,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,14420842,,,,,,,,,,,,,,,,0.0,1.235931254021125,1.235931254021125,0.6454618750000001,0.1538049891096307,1.881393129021125,33.38338120600383,0,0,,,,0.9420400192563897,0.23551000481409742
full,windows_nonoverlap,HoSa,HoSa,189752667,189752667,1.648718476246766,1.648718476246766,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,63250890,,,,,,,,,,,,,,,,0.0,4.55644835907151,4.55644835907151,2.623256879,0.6645037386770127,7.179705238071509,76.74901754099119,0,0,,,,0.824359238123383,0.20608980953084574
full,windows_nonoverlap,DaRe,DaRe,62565020,62565018,1.8360982490247186,1.8360982490247186,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,20855007,,,,,,,,,,,,,,,,0.0,1.624417515748064,1.624417515748064,0.8980970610000001,0.25177330589212943,2.522514576748064,31.182079266000073,0,0,,,,0.9180491245123593,0.2295122737913294
full,windows_nonoverlap,ScPo,ScPo,10652155,10652154,1.9185430477253709,1.9185430477253709,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,3550719,,,,,,,,,,,,,,,,0.0,0.7636974790657405,0.7636974790657405,0.149822081,0.07232017278147396,0.9135195600657404,12.717121830995893,0,0,,,,0.9592715238626854,0.23981785845211603
full,windows_nonoverlap,EsCo,EsCo,4641652,4641651,1.6619448553973575,1.6619448553973575,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,1547218,,,,,,,,,,,,,,,,0.0,0.4313662941858638,0.4313662941858638,0.065941639,0.0741238608607091,0.4973079331858638,10.815199664008105,0,0,,,,0.8309724276986787,0.20774306216838315
full,windows_nonoverlap,YeMi,YeMi,73689,73689,1.7464750505502857,1.7464750505502857,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,24564,,,,,,,,,,,,,,,,0.0,0.8976558438589564,0.8976558438589564,0.001073741,0.05312911095097661,0.8987295848589564,10.864047401992138,0,0,,,,0.8732375252751429,0.21830938131878572
full,windows_nonoverlap,BuEb,BuEb,18940,18939,1.9692697608110248,1.9692697608110248,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,6314,,,,,,,,,,,,,,,,0.0,0.4353100597509183,0.4353100597509183,0.000290908,0.05482422070053872,0.4356009677509183,10.403012276001391,0,0,,,,0.9846348804055124,0.24614572333685322
full,windows_nonoverlap,AgPh,AgPh,43970,43968,1.8504366812227073,1.8504366812227073,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,14657,,,,,,,,,,,,,,,,0.0,0.9130687219294487,0.9130687219294487,0.000686099,0.05420578324992675,0.9137548209294487,10.960417097012396,0,0,,,,0.9252183406113537,0.23129406413463724
full,windows_nonoverlap,GaGa,GaGa,148532294,148532292,1.8529393998713761,1.8529393998713761,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,49510765,,,,,,,,,,,,,,,,0.0,3.314955501773511,3.314955501773511,2.168721529,0.5127228843484772,5.483677030773511,62.435338169001625,0,0,,,,0.9264696999356881,0.23161742186517364
full,windows_nonoverlap,DrMe,DrMe,32181429,32181429,1.8956938176984,1.8956938176984,model_symbol,1,fast_cpp,32768,127,0.01,0.003875732421875,10727144,,,,,,,,,,,,,,,,0.0,1.3678816907049622,1.3678816907049622,0.472953893,0.15612168158986606,1.8408355837049624,20.269679012999404,0,0,,,,0.9478469088492,0.2369617272123
