window_index,region_start,region_end_exclusive,source_start,source_end_exclusive,base_count,sum_bits,mean_bpb,model,plot_window_bases
0,0,3072,10194283,10197355,3072,5796.578405237633,1.8869070329549587,megabyte1,3072
1,3072,6144,10197355,10200427,3072,5813.776895105874,1.8925054997089434,megabyte1,3072
2,6144,9216,10200427,10203499,3072,5786.618752530576,1.8836649585060468,megabyte1,3072
3,9216,12288,10203499,10206571,3072,5980.8207805865795,1.9468817645138605,megabyte1,3072
4,12288,15360,10206571,10209643,3072,5832.989003018709,1.8987594410868194,megabyte1,3072
5,15360,18432,10209643,10212715,3072,5848.856248044769,1.9039245599104067,megabyte1,3072
6,18432,21504,10212715,10215787,3072,5977.588148391576,1.9458294753878829,megabyte1,3072
7,21504,24576,10215787,10218859,3072,5814.048846113006,1.892594025427411,megabyte1,3072
8,24576,27648,10218859,10221931,3072,5906.945025729063,1.9228336672295125,megabyte1,3072
9,27648,30720,10221931,10225003,3072,5909.9504357381575,1.9238119908001814,megabyte1,3072
10,30720,33792,10225003,10228075,3072,5941.51825609516,1.9340879739893098,megabyte1,3072
11,33792,36864,10228075,10231147,3072,5873.393149790216,1.9119118326140025,megabyte1,3072
12,36864,39936,10231147,10234219,3072,5770.0238706848995,1.878262978738574,megabyte1,3072
13,39936,43008,10234219,10237291,3072,5744.753434580675,1.8700369253192302,megabyte1,3072
14,43008,46080,10237291,10240363,3072,5974.70881302668,1.9448921917404558,megabyte1,3072
15,46080,49152,10240363,10243435,3072,5941.13274220167,1.9339624811854395,megabyte1,3072
16,49152,52224,10243435,10246507,846,1576.7872055128382,1.8638146637267592,megabyte1,3072
0,0,3072,10194283,10197355,3072,6032.972,1.9638580729166666,geco22,3072
1,3072,6144,10197355,10200427,3072,5991.066000000001,1.9502167968750002,geco22,3072
2,6144,9216,10200427,10203499,3072,6002.954000000001,1.954086588541667,geco22,3072
3,9216,12288,10203499,10206571,3072,6057.798,1.9719394531249999,geco22,3072
4,12288,15360,10206571,10209643,3072,5997.704,1.9523776041666665,geco22,3072
5,15360,18432,10209643,10212715,3072,5996.668,1.9520403645833333,geco22,3072
6,18432,21504,10212715,10215787,3072,6023.638000000001,1.9608196614583335,geco22,3072
7,21504,24576,10215787,10218859,3072,5961.981,1.9407490234375,geco22,3072
8,24576,27648,10218859,10221931,3072,6022.177,1.9603440755208332,geco22,3072
9,27648,30720,10221931,10225003,3072,6029.941999999999,1.9628717447916664,geco22,3072
10,30720,33792,10225003,10228075,3072,6116.213,1.9909547526041667,geco22,3072
11,33792,36864,10228075,10231147,3072,6045.695,1.9679996744791666,geco22,3072
12,36864,39936,10231147,10234219,3072,5946.99,1.935869140625,geco22,3072
13,39936,43008,10234219,10237291,3072,6035.780000000001,1.964772135416667,geco22,3072
14,43008,46080,10237291,10240363,3072,6057.086,1.9717076822916668,geco22,3072
15,46080,49152,10240363,10243435,3072,6027.946,1.9622220052083332,geco22,3072
16,49152,52224,10243435,10246507,848,1628.5169999999998,1.9204209905660374,geco22,3072
